"Carimbo de data/hora","1.1 What areas have you been working on these past 5 years?
Tick all that apply.","1.2. What is your title? 
E.g., Senior Developer, Architect, Principal Software Engineer, Tester, etc.","1.3. Which country are you working from?","1.4. What is your professional experience in Microservices (in years)?","1.5. How many projects that involved the migration of monoliths to microservices have you been involved in?","1.6. What were the domain areas of these projects?","1.7. Roughly how many monthly active users did these systems serve when the process of migrating to microservices was started?","1.8. Roughly how many people were working on these systems when the process of migrating to microservices was started?","2.1.  Where do you look for guidance when migrating a monolith system to microservices?
Tick all that apply","2.2.  How do you often plan the migration of a monolith to microservices in regards to the evolution of the product?
Tick all that apply","2.3. How likely are you to consider these data sources when deciding how to decompose a monolith into different services?  [The output of static analysis tools (e.g., based on source code repository analysis)]","2.3. How likely are you to consider these data sources when deciding how to decompose a monolith into different services?  [The output of dynamic analysis tools (e.g., based on runtime data, such as logs or traces)]","2.3. How likely are you to consider these data sources when deciding how to decompose a monolith into different services?  [Development process data (e.g., from version-control, project management tools)]","2.3. How likely are you to consider these data sources when deciding how to decompose a monolith into different services?  [Software Documentation (e.g., business logic/capabilities/objects, data flow) and related artifacts (e.g., source code, configuration files)]","2.4. Which criteria do you use often for deciding the new service boundaries when decomposing a monolith into different services? 
Tick all that apply","3.1. Thinking of the migration from monolith to microservices projects you have been involved in, have you been assisted by any automated or semi-automated tools?","3.2. If yes, which tools were used and for which purpose?","3.3. Which type of tools did you find the most useful?","3.4. In which of these activities would you most appreciate additional tool support?
Tick at most 5 options.","3.5. What characteristics would you find most important in a tool for refactoring towards a microservice architecture?
Tick at most 8 options.","4.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Strangler Fig]","4.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [UI Composition]","4.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Branch by Abstraction]","4.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Parallel Run]","4.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Decorating Collaborator]","4.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Change Data Capture]","4.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Change code dependency to service call]","4.2.  Which of these techniques do you often use together? Do you use them ""before"", ""after"" or ""as a step of""?","4.3. In your experience, what are the main challenges of applying these techniques?","5.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Database View]","5.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Database Wrapping Service]","5.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Database-as-a-Service Interface]","5.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Aggregate Exposing the Monolith]","5.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Change Data Ownership]","5.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Synchronize Data in Application]","5.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Tracer Write]","5.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Split Table]","5.1. Tell us to which degree you agree with the following statements in the scope of the techniques presented below:

""In the migration project(s) in which I have been involved the use of this technique was important"" [Move Foreign-Key Relationship to Code]","5.2. Which of these techniques do you often use together? Do you use them ""before"", ""after"" or ""as a step of"" each other?","5.3. In your experience, what are the main challenges of applying these techniques?","6.1. What other techniques or patterns have you used in the migration process that were not mentioned in this survey?","6.2. In your opinion, which are the most important challenges faced in the migration process?
Tick at most 9 options.","7.1. Do you usually evaluate the result of a decomposition? How?","7.2. What quality attributes do you assess when evaluating the decomposition result?
Tick at most 4 options.","7.3. Why?","7.4. What metrics would you use to evaluate these quality attributes? Why?
Example: I use the throughput (e.g., requests per second) to measure the efficiency.","7.5. In which environments do you evaluate a decomposition result?
Tick all that apply","7.6. What kind of inputs do you use to evaluate a decomposition result?
Tick all that apply"
"2023/01/08 8:44:59 da manhã CET","Software Development;Software Architecture","Engineering manager","spain","12","2","Travel and Tourism;Supply Chain Management","> 1M","200 – 600","Books;Other practitioners' experiences","Continuous refactoring interspersed with product evolution","Likely","Unlikely","Likely","Very likely","Decomposition by subdomain (i.e., so that the decomposition reflects an analysis of the processes and information flows of the business. e.g., using Domain-Driven Design);Based on coupling and cohesion of the business logic of the monolith (i.e., keep strongly-coupled elements of the implementation in the same services)","No","","","Deciding services boundaries;Evaluating a decomposition result","Ease of use;Being actively maintained;Having successful case studies reported;Ability to apply restrictions to the decomposition result;Provide an explanation of candidate decompositions;Edit/model a candidate decomposition;Provide comprehensive decomposition guidance","Strongly Agree","Strongly Agree","Disagree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","","","Agree","Neutral","Strongly Disagree","Strongly Disagree","Strongly Disagree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","","","","Database migration and data store splitting;Decoupling services from the monolith;Effort estimation;Expected long-term return on investment (ROI);Ensuring reliability","yes","Performance, Efficiency;Business-related indicators;Team Agility","","cycle time, time to deploy","Staging;Production","Production"
"2023/01/08 6:19:20 da tarde CET","Operations;Quality assurance","Head of DevOps and Quality","Brazil","7","4","Finance;Retail","10K – 100K","200 – 600","Books;Conference presentations;Web resources, blogs;Internal consulting","Rewrite/rebuild the entire system from scratch;Stop product evolution, refactor the system to microservices, and then proceed with evolving the product","Likely","Neutral","Very likely","Very likely","Decomposition by business capability (i.e., so that the decomposition reflects the structure of the organization, its teams and business units);Decomposition by subdomain (i.e., so that the decomposition reflects an analysis of the processes and information flows of the business. e.g., using Domain-Driven Design);Based on coupling and cohesion of the data owned by the monolith (i.e., keep strongly-coupled data entities managed by the same services)","No","","Performance tools, APMs, Static Snalysis (Sonarqube), Version Control (GitHub)","Deciding services boundaries;Refactoring code;Evaluating a decomposition result;Analysis of organizational restructuring needs (team size, team organization, etc.);Microservice API design","Support for various programming languages;Requiring minimal manual inputs;Being actively maintained;Having successful case studies reported;Provide an explanation of candidate decompositions;Provide a visualization of candidate decompositions;Provide comprehensive decomposition guidance;Provide an analysis of the changes of quality attributes and metrics","Strongly Agree","Neutral","Agree","Neutral","Strongly Disagree","Agree","Neutral","Stangler fig during code and implementation of new services; Branch by Abstraction during implementation; Change data Capture during planning for migration, microservices development and implementation; Besides these techniques, database migrations using scripts to change data structure have been also used during development, implementation, and production phases.","Risk of production disruptions / Good microservice design considering boundaries when using DDD.  ","Agree","Neutral","Neutral","Disagree","Agree","Strongly Agree","Neutral","Disagree","Agree","Database View, Change Data Ownership, Synchronize Data in Application and Move Foreign-Key Relationship to Code. In my experience, Synchronize Data in Application was the most used one.","Data sincronization issues, risk of making the source for monolith inconsistent and changes that are really dificult to rollback. ","Service proxy between the monolith and the new services","Database migration and data store splitting;Dealing with data consistency;Ensuring code maintainability;Microservices statefulness;Team organization;Ensuring reliability;Ensuring scalability;Ensuring security","Mainly evaluation related with non-functional requirements.","Performance, Efficiency;Security;Scalability;Availability","As my work is focused mainly on APP Infrastructure and Non-Functional requirements, the options chosen were related to these areas.","Response time, number of simultaneos requests and errors to measure Performance, Efficiency and Scalability; SLI/SLO to measure availability, number of bugs, vulnerabilities and code coverage to measure security and code quality.","Development;Staging","Functional tests;Simulation;Production"
"2023/01/08 10:21:16 da tarde CET","Software Development;Software Architecture;Operations","Senior Software Engineer","Portugal","10","5","Finance;Retail;Education","100 – 1K","< 10","Scientific articles;Other practitioners' experiences;Internal consulting","Rewrite/rebuild the entire system from scratch;Continuous refactoring interspersed with product evolution","Very likely","Very likely","Very likely","Very likely","Decomposition by business capability (i.e., so that the decomposition reflects the structure of the organization, its teams and business units);Decomposition by subdomain (i.e., so that the decomposition reflects an analysis of the processes and information flows of the business. e.g., using Domain-Driven Design);Based on lexical similarity (e.g., joining in the same service API endpoints with similar names)","Yes","Home-made tools for data migration, for instance ","Test automation ","Understanding the monolith;Deciding services boundaries;Refactoring code;Regression testing;Microservice API design","Ease of use;Versatility – usable via command line, within IDEs, independently, etc.;Requiring minimal manual inputs;Multiple decompositions alternatives;Provide an explanation of candidate decompositions;Provide a visualization of candidate decompositions;Edit/model a candidate decomposition","Strongly Agree","Agree","Strongly Agree","Disagree","Neutral","Disagree","Agree","All above","Business ","Strongly Agree","Agree","Agree","Neutral","Strongly Disagree","Agree","Neutral","Neutral","Disagree","All above","Corruption ","","Dealing with data consistency;Multitenancy;Continuous deployment/integration;Effort estimation;Expected long-term return on investment (ROI);Ensuring reliability","Smoke tests","Maintainability;Business-related indicators;Security;Availability","Quality and data are always my biggest concerns ","Data must be correct","Development;Staging;Production","Functional tests;Simulation;Production"
"2023/01/09 11:11:13 da manhã CET","Software Development;Software Architecture;Product Management;Coaching;Scientific Research","Principal Engineer, Principal Architect & Technical Product Manager","Portugal","10","17","Finance;Retail;Security;Supply Chain Management;Marketplace ","> 1M","50 – 200","Scientific articles;Books;Conference presentations;Web resources, blogs;Other practitioners' experiences","Rewrite/rebuild the entire system from scratch;Continuous refactoring interspersed with product evolution","Likely","Likely","Likely","Likely","Decomposition by business capability (i.e., so that the decomposition reflects the structure of the organization, its teams and business units);Decomposition by subdomain (i.e., so that the decomposition reflects an analysis of the processes and information flows of the business. e.g., using Domain-Driven Design);Based on coupling and cohesion of the data owned by the monolith (i.e., keep strongly-coupled data entities managed by the same services)","No","","","Refactoring code;Regression testing","Ease of use;Requiring minimal manual inputs;Being actively maintained;Ability to apply restrictions to the decomposition result;Multiple decompositions alternatives;Provide a visualization of candidate decompositions;Edit/model a candidate decomposition;Provide an analysis of the changes of quality attributes and metrics","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","","Knowing when to apply each and applying th correctly","Strongly Agree","Agree","Disagree","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","","","","Database migration and data store splitting;Dealing with data consistency;Decoupling services from the monolith;Service orchestration;Microservices statefulness;Ensuring reliability;Ensuring security","Yes","Performance, Efficiency;Security;Scalability;Availability","","Latency & Throughput","Development;Staging","Functional tests;Simulation"
"2023/01/09 12:06:43 da tarde CET","Software Development;Software Architecture;Operations","Senior Software Developer","Portugal","3","2","Supply Chain Management;Taxes consulting ","10K – 100K","50 – 200","Books;Conference presentations;Web resources, blogs;Other practitioners' experiences;External consulting","Stop product evolution, refactor the system to microservices, and then proceed with evolving the product;Continuous refactoring interspersed with product evolution","Unlikely","Likely","Likely","Very likely","Decomposition by business capability (i.e., so that the decomposition reflects the structure of the organization, its teams and business units);Decomposition by subdomain (i.e., so that the decomposition reflects an analysis of the processes and information flows of the business. e.g., using Domain-Driven Design);Based on coupling and cohesion of the business logic of the monolith (i.e., keep strongly-coupled elements of the implementation in the same services)","Yes","CI, CD, SCA, SAST, APM, Alerts, Container Orchestration","CI and CD automation ","Evaluating a decomposition result;Regression testing;Planning and managing the refactoring process;Microservice API design","Ease of use;Versatility – usable via command line, within IDEs, independently, etc.;Support for various programming languages;Requiring minimal manual inputs;Multiple decompositions alternatives;Provide a visualization of candidate decompositions;Edit/model a candidate decomposition;Provide comprehensive decomposition guidance","Strongly Agree","Agree","Disagree","Strongly Agree","Disagree","Disagree","Strongly Agree","","","Strongly Agree","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Strongly Agree","","","","Database migration and data store splitting;Communication among services;Decoupling services from the monolith;Effort estimation;Team organization;Infrastructure to support microservices;Selecting infrastructure patterns;Ensuring reliability;Ensuring security","Chasing metrics evolution ","Performance, Efficiency;Reusability;Availability;Team Agility","","Mean Time to Resolve, Time to marketing, Throughput, Deploy Frequency and Change Frequency Rate","Staging;Production","Production"
"2023/01/09 12:31:24 da tarde CET","Software Development;Software Architecture;Coaching;Teaching","Software Architect","Spain","9","5","Retail;Social Media;Travel and Tourism;Automotive;mobility and transport","> 1M","10 – 50","Books;Conference presentations;Web resources, blogs;Other practitioners' experiences","Rewrite/rebuild the entire system from scratch;Continuous refactoring interspersed with product evolution","Neutral","Unlikely","Very unlikely","Very likely","Decomposition by business capability (i.e., so that the decomposition reflects the structure of the organization, its teams and business units);Decomposition by subdomain (i.e., so that the decomposition reflects an analysis of the processes and information flows of the business. e.g., using Domain-Driven Design)","Yes","CI/CD pipelines, Pact for contract testing, k8s for releases into Blue/Green deployments","Contract testing tools","Regression testing","Ease of use;Versatility – usable via command line, within IDEs, independently, etc.;Support for various programming languages;Requiring minimal manual inputs;Being actively maintained","Strongly Agree","Strongly Disagree","Neutral","Agree","Agree","Neutral","Strongly Disagree","Strangler Fig + Parallel Run","Knowledge of the full system","Strongly Disagree","Agree","Disagree","Neutral","Strongly Agree","Agree","Agree","Neutral","Disagree","","Knowledge of the whole db system","","Database migration and data store splitting;Decoupling services from the monolith;Service orchestration;Team organization;Ensuring reliability;Ensuring scalability;Ensuring security","System test shouldn't be affected by the migration, everything should work as it did before","Performance, Efficiency;Reusability;Scalability;Team Agility","because those are usually the drivers to migrate","fitness functions","Development;Staging","Functional tests;Simulation"
"2023/01/09 1:23:53 da tarde CET","Software Development;Software Architecture","Staff engineer","Brazil","6","2","Finance;Retail","> 1M","10 – 50","Scientific articles;Books;Conference presentations","Rewrite/rebuild the entire system from scratch;Stop product evolution, refactor the system to microservices, and then proceed with evolving the product;Continuous refactoring interspersed with product evolution","Very likely","Very likely","Likely","Unlikely","Decomposition by business capability (i.e., so that the decomposition reflects the structure of the organization, its teams and business units);Based on coupling and cohesion of the business logic of the monolith (i.e., keep strongly-coupled elements of the implementation in the same services);During the process we mix several strategies including data model complexibility, memory/cpu/storage/network usage and PCI scope ","Yes","New relic APM/pganalyse in order to check whereas the desired computing profile was reached, github actions for ci/CD, postman for manual QA","New relic / github actions","Understanding the monolith;Regression testing;Deployment automation;Analysis of organizational restructuring needs (team size, team organization, etc.);Planning and managing the refactoring process","Ease of use;Requiring minimal manual inputs;Being actively maintained;Having successful case studies reported;Multiple decompositions alternatives;Provide a visualization of candidate decompositions","Neutral","Strongly Agree","Strongly Agree","Disagree","Neutral","Strongly Disagree","Strongly Agree","It depends on how much risk the domain can handle... PCI can't take too much risk, so we split the monolith to several libs and then put them to run separately (change code dependency to service call) ","Mapping risks / convincing stake holders of your choice ","Disagree","Disagree","Strongly Disagree","Agree","Strongly Agree","Disagree","Disagree","Disagree","Strongly Disagree","Change data ownership whenever possible, or try to aggregate exposing the monolith as first step (only when changing ownership is not viable) ","Data flow and ownership on running system are really sensitive, so you need to make sure your data structure fits the migration process as well ","No specific names, but we search for success cases among other professionals ","Service orchestration;Effort estimation;Team organization;Ensuring security","Maintenance effort / infrastructure costs","Maintainability;Performance, Efficiency;Security;Availability","Actually all above, except for business impact. It should never be your target when refactoring (as business goal may change) ","Throughout, error rate, resources utilization and team happiness ","Development;Staging;Production","Functional tests;Simulation;Production"
"2023/01/09 1:35:45 da tarde CET","Software Development;Software Architecture;Scientific Research","Senior Developer","Brazil","10","5","Education;government, environment","100 – 1K","< 10","Web resources, blogs;Other practitioners' experiences;Internal consulting","Rewrite/rebuild the entire system from scratch;Stop product evolution, refactor the system to microservices, and then proceed with evolving the product;Continuous refactoring interspersed with product evolution","Unlikely","Unlikely","Likely","Likely","Decomposition by subdomain (i.e., so that the decomposition reflects an analysis of the processes and information flows of the business. e.g., using Domain-Driven Design);Based on coupling and cohesion of the business logic of the monolith (i.e., keep strongly-coupled elements of the implementation in the same services);Based on coupling and cohesion of the data owned by the monolith (i.e., keep strongly-coupled data entities managed by the same services);Based on lexical similarity (e.g., joining in the same service API endpoints with similar names)","No","","","Understanding the monolith;Deciding services boundaries;Refactoring code;Analysis of organizational restructuring needs (team size, team organization, etc.);Microservice API design","Ease of use;Versatility – usable via command line, within IDEs, independently, etc.;Support for various programming languages;Having successful case studies reported;Multiple decompositions alternatives;Provide a visualization of candidate decompositions;Edit/model a candidate decomposition;Provide an analysis of the changes of quality attributes and metrics","Strongly Agree","Strongly Agree","Disagree","Disagree","Agree","Strongly Disagree","Agree","Strangler Fig Application and UI Composition together","Learn about the business domain and fix any tight couplings that are not needed.","Strongly Agree","Agree","Neutral","Neutral","Neutral","Strongly Agree","Neutral","Neutral","Agree","Database View and after Synchronize Data in Application","Ensure that all old services continue to function, as older monoliths may have been architecturally eroded and have undetected dependencies on parts of the data storage schema.","Extract class, Replace Inheritance with Delegation","Database migration and data store splitting;Dealing with data consistency;Ensuring code maintainability;Decoupling services from the monolith;Effort estimation;Expected long-term return on investment (ROI);Team organization;Ensuring reliability;Ensuring security","Identifying the points of improvement that will favor the evolution of the business.","Performance, Efficiency;Reusability;Scalability;Team Agility","The selected attributes are fundamental to make application development faster, reusable and scalable. This contributes to the expected ROI.","I try to identify how practical the new architecture was in terms of maintenance. I make sure it's easy to evolve and insert new components easily. I also check the capacity of requests per second to verify performance.","Development;Production","Simulation;Production"
"2023/01/09 2:04:11 da tarde CET","Software Development;Software Architecture;Product Management;Coaching;Teaching","Staff Software Engineer","Brazil","3","1","Travel and Tourism","> 1M","10 – 50","Books;Conference presentations;Web resources, blogs","Continuous refactoring interspersed with product evolution","Neutral","Likely","Likely","Very likely","Decomposition by subdomain (i.e., so that the decomposition reflects an analysis of the processes and information flows of the business. e.g., using Domain-Driven Design);Based on coupling and cohesion of the business logic of the monolith (i.e., keep strongly-coupled elements of the implementation in the same services);Based on coupling and cohesion of the data owned by the monolith (i.e., keep strongly-coupled data entities managed by the same services)","No","","","Understanding the monolith;Deciding services boundaries;Refactoring code;Regression testing;Deployment automation","Ease of use;Support for various programming languages;Being actively maintained;Having successful case studies reported;Multiple decompositions alternatives;Provide an explanation of candidate decompositions;Edit/model a candidate decomposition;Provide comprehensive decomposition guidance","Strongly Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","I mostly used the 1, 3 and 4 for most cases. The Idea is to change the backend in a backward compatible way first, create the new service versions in parallel then change the clients.","The main challenge is not to have downtime. We increase the number of steps for that.","Strongly Agree","Neutral","Neutral","Agree","Neutral","Neutral","Neutral","Neutral","Agree","","The most challenging part is downtime. Changing relational databases may lead to downtime and without a specialist is difficult to know when.","The idea was to follow the backward compatibility and have no downtime.","Database migration and data store splitting;Dealing with data consistency;Communication among services;Decoupling services from the monolith;Service orchestration;Continuous deployment/integration;Effort estimation;Expected long-term return on investment (ROI);Ensuring reliability","Mostly using regression tests.","Maintainability;Performance, Efficiency;Business-related indicators;Availability","The business is the most crucial part.","Throughput, business process metrics, errors","Development;Staging","Functional tests;Simulation"
"2023/01/09 2:57:31 da tarde CET","Software Development;Software Architecture","Tech Lead","Brazil","5","2","Finance","> 1M","50 – 200","Web resources, blogs;External consulting;Internal consulting","Continuous refactoring interspersed with product evolution","Very likely","Neutral","Likely","Likely","Decomposition by subdomain (i.e., so that the decomposition reflects an analysis of the processes and information flows of the business. e.g., using Domain-Driven Design);Based on lexical similarity (e.g., joining in the same service API endpoints with similar names)","Yes","JMeter for stress test","","Refactoring code;Regression testing;Planning and managing the refactoring process;Microservice API design;Stress Test","Ease of use;Versatility – usable via command line, within IDEs, independently, etc.;Doing the refactoring quickly;Having successful case studies reported","Strongly Agree","Agree","Neutral","Strongly Agree","Agree","Neutral","Agree","Parallel Run as step of","Lack of knowledge and experience of the team","Neutral","Agree","Agree","Agree","Neutral","Neutral","Neutral","Agree","Disagree","","Align the development team, with the DBA","","Database migration and data store splitting;Effort estimation;Team organization","No, unfortunately for not being involved in the post decomposition","Performance, Efficiency;Scalability","","I use the throughput (e.g., requests per second) to measure the efficiency.","Development;Production","Functional tests"
"2023/01/09 4:04:03 da tarde CET","Teaching;Scientific Research","Postdoc researcher","Austria/Brazil","5","1","Manufacturing","< 100","10 – 50","Scientific articles;Books;Other practitioners' experiences","Stop product evolution, refactor the system to microservices, and then proceed with evolving the product;Continuous refactoring interspersed with product evolution","Likely","Very likely","Likely","Very likely","Decomposition by business capability (i.e., so that the decomposition reflects the structure of the organization, its teams and business units);Decomposition by subdomain (i.e., so that the decomposition reflects an analysis of the processes and information flows of the business. e.g., using Domain-Driven Design);Based on coupling and cohesion of the business logic of the monolith (i.e., keep strongly-coupled elements of the implementation in the same services);Based on coupling and cohesion of the data owned by the monolith (i.e., keep strongly-coupled data entities managed by the same services);Network overhead, opportunities for reuse","Yes","toMicroservices","multi-criteria search-based","Deciding services boundaries;Refactoring code;Evaluating a decomposition result;Analysis of organizational restructuring needs (team size, team organization, etc.);Microservice API design","Ease of use;Versatility – usable via command line, within IDEs, independently, etc.;Support for various programming languages;Having successful case studies reported;Ability to apply restrictions to the decomposition result;Multiple decompositions alternatives;Edit/model a candidate decomposition;Provide comprehensive decomposition guidance","Agree","Neutral","Neutral","Disagree","Disagree","Disagree","Neutral","","","Disagree","Disagree","Disagree","Agree","Agree","Neutral","Neutral","Neutral","Neutral","","","","Database migration and data store splitting;Decoupling services from the monolith","We evaluated only the architecture, the migration was not done yet","Maintainability;Performance, Efficiency;Business-related indicators;Reusability","To make sure the microservices fit developers/business needs","Size of objects used as parameters in the legacy, static and dynamic coupling","Development","Functional tests"
"2023/01/09 5:03:26 da tarde CET","Software Development;Software Architecture;Operations;Quality assurance;Product Management;Coaching","SENIOR engenheiro software","Brazil","7","5","Healthcare;Finance;Security;Insurance","100K – 1M","< 10","Books;Conference presentations;Web resources, blogs;Other practitioners' experiences;External consulting;Internal consulting;Cursos","Rewrite/rebuild the entire system from scratch;Stop product evolution, refactor the system to microservices, and then proceed with evolving the product;Entendimento da solucao atual e conversar com usuarios para priorizacao e mvp","Unlikely","Very likely","Neutral","Very likely","Decomposition by business capability (i.e., so that the decomposition reflects the structure of the organization, its teams and business units);Decomposition by subdomain (i.e., so that the decomposition reflects an analysis of the processes and information flows of the business. e.g., using Domain-Driven Design);Based on lexical similarity (e.g., joining in the same service API endpoints with similar names)","No","","","Understanding the monolith;Deciding services boundaries;Analysis of organizational restructuring needs (team size, team organization, etc.);Planning and managing the refactoring process;Microservice API design","Versatility – usable via command line, within IDEs, independently, etc.;Support for various programming languages;Requiring minimal manual inputs;Having successful case studies reported;Ability to apply restrictions to the decomposition result;Provide a visualization of candidate decompositions;Provide comprehensive decomposition guidance;Provide an analysis of the changes of quality attributes and metrics","Agree","Agree","Agree","Strongly Agree","Agree","Agree","Agree","Figo, com captura de dados e composicoes ui","O entendimento do negócio para garantir suas funcionalidades, nem sempre a migração anda sem evolução dos requisitos","Strongly Agree","Agree","Agree","Neutral","Strongly Agree","Neutral","Neutral","Strongly Agree","Strongly Disagree","Virtualização e migração para dados não relacionais de acordo com o caso  ser resolvido","Limpeza de dados... como segregar .. hj usamos data driven que ajuda nesta migracao","Desenhos da nova arquitetura... definição de fronteiras.. data mesh","Dealing with data consistency;Communication among services;Decoupling services from the monolith;Service orchestration;Continuous deployment/integration;Expected long-term return on investment (ROI);Ensuring reliability;Ensuring scalability;Ensuring security","Sim observability","Performance, Efficiency;Business-related indicators;Reusability;Team Agility","Satisfação com redução de custos","Tempo de entrega","Development;Staging;Production","Functional tests;Simulation;Production"
"2023/01/09 6:38:15 da tarde CET","Software Development","Gerente de Sistemas de Informação","Brasil","3","3","Finance","100K – 1M","10 – 50","Web resources, blogs;Other practitioners' experiences;External consulting;Internal consulting","Continuous refactoring interspersed with product evolution","Likely","Likely","Likely","Likely","Decomposition by business capability (i.e., so that the decomposition reflects the structure of the organization, its teams and business units);Based on lexical similarity (e.g., joining in the same service API endpoints with similar names)","No","","","Deciding services boundaries;Refactoring code;Evaluating a decomposition result;Deployment automation;Microservice API design","Ease of use;Support for various programming languages;Doing the refactoring quickly;Being actively maintained;Having successful case studies reported;Provide an analysis of the changes of quality attributes and metrics","Strongly Agree","Agree","Agree","Agree","Neutral","Neutral","Agree","Strangler Fig Application and UI Composition are more common. We use as a step of","in a large and heavily used system, reconciling the demands of business evolution with the requirements of architecture migration is the biggest challenge","Strongly Agree","Agree","Neutral","Neutral","Agree","Neutral","Agree","Agree","Neutral","Database Wrapping Service, Tracer write and database view. In our environment, where we have several legacy systems that consume the same information, we commonly use tracker write","Different legacy systems, developed in different technologies, consuming the same information. This makes monolith migration more complex.","For each migrated service we evaluate the type of compatibility that we must maintain. Each scenario requires a type of communication that can be synchronous or asynchronous. In many cases that support asynchronous communication, we also use message queuing tools as a way to have shorter transactions","Database migration and data store splitting;Dealing with data consistency;Service orchestration;Infrastructure to support microservices;Ensuring reliability;Ensuring scalability;Ensuring security","Tracking application quality attributes such as execution time and number of errors","Performance, Efficiency;Business-related indicators;Scalability;Availability","because they are attributes that allow me to compare whether a new application is behaving more efficiently than the previous one","We have tools for monitoring the production environment where we collect various data from the application at runtime. We know when a transaction starts, how long it took to execute and if there are any errors or business critical issues. With this information we have statistical reports where we can verify the quality of services","Staging","Functional tests"
"2023/01/09 6:50:53 da tarde CET","Software Development","Software Engineer","Brazil","1","1","Finance;Education","1K – 10K","10 – 50","Scientific articles;Books;Web resources, blogs;Other practitioners' experiences","Stop product evolution, refactor the system to microservices, and then proceed with evolving the product","Very likely","Very unlikely","Very unlikely","Very likely","Decomposition by business capability (i.e., so that the decomposition reflects the structure of the organization, its teams and business units);Based on coupling and cohesion of the data owned by the monolith (i.e., keep strongly-coupled data entities managed by the same services)","No","","","Understanding the monolith;Refactoring code;Evaluating a decomposition result;Planning and managing the refactoring process;Microservice API design","Ease of use;Versatility – usable via command line, within IDEs, independently, etc.;Doing the refactoring quickly;Having successful case studies reported;Multiple decompositions alternatives;Provide an explanation of candidate decompositions;Provide an analysis of the changes of quality attributes and metrics","Neutral","Neutral","Strongly Agree","Strongly Agree","Disagree","Neutral","Strongly Agree","","","Neutral","Neutral","Strongly Agree","Neutral","Neutral","Strongly Agree","Strongly Agree","Neutral","Neutral","","","","Database migration and data store splitting;Communication among services;Ensuring code maintainability;Service orchestration;Microservices statefulness;Continuous deployment/integration;Team organization;Infrastructure to support microservices;Selecting infrastructure patterns","I use regression testing","Maintainability;Performance, Efficiency;Security;Scalability","","Performance, security and scalability","Development","Functional tests;Simulation"
